id,question,query,language
attendance_month__4_gu_9,મહિના 11 — હાજરીની વિગત બતાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_10,અગિયારમા મહિનામાં employee-wise attendance breakdown.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_11,મહિના નં. 11 નો att summary આપો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_12,માહ 11 માં attendance ના દિવસો કેટલા?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_13,અગિયારમા મહિનાની attendance report જણાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_14,મહિના 11 માં દરેક કર્મચારીની હાજરી બતાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_15,માહ 11 નો attendance type અને employee મુજબ.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_16,મહિના 11 નો attendance breakup જોઈએ.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_17,અગિયારમા મહિનાના બધા employees ની attendance?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_18,માહ 11 ની attendance detail આપો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_gu_19,મહિના 11 ની attendance report લાવો.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",gu
attendance_month__4_hinglish_0,Month 11 ka attendance summary dikhao.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_1,Gyarahve mahine mein employees ki attendance kaisi rahi?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_2,Mah 11 ka attendance breakup batao.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_3,Month 11 ki attendance report nikalo.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_4,Gyarahve mahine mein attendance data kya hai?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_5,Mah 11 mein har employee ki attendance batao.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_6,Month 11 ka att summary chahiye.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_7,Gyarahve mahine ke attendance type-wise din.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_8,Mah 11 ki attendance report fetch karo.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_9,Month 11 — attendance ki detail dikhao.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_10,Gyarahve mahine mein employee-wise attendance breakdown.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_11,Month no. 11 ka att summary do.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_12,Mah 11 mein attendance ke kitne din?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_13,Gyarahve mahine ki attendance report batao.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_14,Month 11 mein har employee ki haziri dikhao.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_15,Mah 11 ka attendance type aur employee ke hisab se.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_16,Month 11 ka attendance breakup chahiye.,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
attendance_month__4_hinglish_17,Gyarahve mahine ke sab employees ki attendance?,"SELECT me.name AS employee, mat.name AS type, SUM(ta.type_value) AS days
FROM trn_attendance ta
JOIN mst_attendance_type mat ON ta._attendancetype_name = mat.guid
JOIN trn_voucher tv ON ta.guid = tv.guid
JOIN mst_employee me ON ta._employee_name = me.guid
WHERE EXTRACT(MONTH FROM tv.date) = 11
  AND tv.date BETWEEN (SELECT value::date FROM config WHERE name = 'Period From') AND (SELECT value::date FROM config WHERE name = 'Period To')
GROUP BY me.name, mat.name
ORDER BY me.name;",hinglish
